id,product_category,product_weight_kg,product_length_mm,product_width_mm,product_height_mm,fragility_level,transport_type,box_style,board_type,flute_type,liner_gsm,fluting_gsm,burst_strength_kg_cm2,ECT_lb_per_in,internal_protection,tape_type,strapping_type,extra_packaging,estimated_price_inr,pros,cons
845,Industrial tools,28.19,135,472,629,Low,Interstate trucking,Die-cut box,3-ply,C,180,160,18,51,Foam sheet,Filament tape,PP strap,Pallet wrap,38.13,Export suitable,Higher cost
846,Paint cans,64.83,1273,412,236,Medium,Export container,Die-cut box,7-ply,C,150,140,20,32,Corrugated dividers,Water activated kraft tape,Steel strap,Pallet wrap,235.48,Export suitable,Heavy box
847,Industrial tools,61.32,1052,589,173,High,Export container,Die-cut box,7-ply,C,180,100,20,48,Bubble wrap,Water activated kraft tape,Steel strap,Edge protectors,304.19,Export suitable,Needs padding
848,LED bulbs,42.47,782,412,750,Low,Interstate trucking,Pallet box,3-ply,C,180,160,18,48,Foam sheet,BOPP tape,PET strap,Edge protectors,38.05,Good cushioning,Heavy box
849,Pharmaceutical,1.81,434,826,711,Medium,Interstate trucking,Pallet box,3-ply,E,180,160,14,72,Paper void fill,Filament tape,Steel strap,Pallet wrap,24.74,High strength,Heavy box
850,Electronics,76.81,94,639,563,Medium,Export container,Full overlap box,5-ply,E,150,160,20,44,Bubble wrap,Filament tape,Steel strap,Edge protectors,122.8,Good stacking,Limited moisture resistance
851,Pharmaceutical,20.54,630,78,697,Medium,Export container,Full overlap box,5-ply,B+C,180,120,20,51,None,BOPP tape,Steel strap,Edge protectors,86.67,High strength,Limited moisture resistance
852,Food products,40.12,1313,205,699,High,Courier,RSC,3-ply,E,230,120,18,23,Bubble wrap,Water activated kraft tape,PET strap,Corner protectors,36.85,Export suitable,Heavy box
853,Glass bottles,50.28,467,274,95,Low,Export container,RSC,3-ply,A,230,100,22,32,None,BOPP tape,None,None,37.99,Good cushioning,Needs padding
854,Paint cans,72.86,991,899,236,Low,Local transport,Mailer box,5-ply,C,180,120,16,48,Foam sheet,BOPP tape,PP strap,Layer pads,41.06,Export suitable,Higher cost
855,Auto parts,33.15,92,279,193,Low,Local transport,Mailer box,7-ply,B,230,140,22,32,Bubble wrap,Water activated kraft tape,PET strap,None,183.05,Low cost,Bulky size
856,Pharmaceutical,29.4,943,690,302,Low,Courier,Mailer box,7-ply,B,120,160,22,72,None,Water activated kraft tape,Steel strap,Pallet wrap,326.92,Good cushioning,Higher cost
857,Books,29.71,509,472,788,Low,Local transport,Pallet box,7-ply,E,250,140,20,61,Foam sheet,Water activated kraft tape,PET strap,None,141.85,Good cushioning,Bulky size
858,Clothing,38.71,1311,466,160,Low,Local transport,Mailer box,5-ply,B,230,140,14,51,Paper void fill,BOPP tape,PP strap,Corner protectors,88.24,Good stacking,Bulky size
859,Ceramics,12.16,167,566,413,Low,Local transport,Full overlap box,5-ply,E,230,100,14,51,Air pillows,BOPP tape,PET strap,None,41.98,Good cushioning,Limited moisture resistance
860,Paint cans,57.11,709,868,777,High,Interstate trucking,RSC,7-ply,C,230,160,14,32,Bubble wrap,BOPP tape,PP strap,None,172.6,Export suitable,Limited moisture resistance
861,Paint cans,42.31,562,428,72,High,Export container,RSC,7-ply,B,250,100,24,48,None,BOPP tape,PP strap,Pallet wrap,308.99,Export suitable,Limited moisture resistance
862,Auto parts,62.82,1215,406,475,High,Interstate trucking,Pallet box,5-ply,B,150,100,24,23,Air pillows,Water activated kraft tape,PET strap,Pallet wrap,135.99,Good stacking,Heavy box
863,Paint cans,9.71,942,507,191,Low,Export container,Mailer box,5-ply,E,250,140,16,51,Corrugated dividers,BOPP tape,PP strap,None,98.59,High strength,Bulky size
864,Glass bottles,68.39,1121,467,567,High,Courier,Full overlap box,7-ply,A,150,160,18,23,Air pillows,BOPP tape,Steel strap,Edge protectors,290.36,Good cushioning,Bulky size
865,Kitchen appliances,25.76,999,587,343,High,Local transport,RSC,5-ply,B,150,120,22,23,Corrugated dividers,Water activated kraft tape,PP strap,Corner protectors,124.75,Good cushioning,Heavy box
866,Kitchen appliances,59.57,394,628,332,Medium,Interstate trucking,Mailer box,7-ply,C,120,140,22,32,Bubble wrap,Filament tape,None,None,180.6,Good cushioning,Limited moisture resistance
867,Clothing,33.3,1190,636,170,Low,Courier,RSC,5-ply,C,200,160,24,32,Paper void fill,Filament tape,None,None,78.14,High strength,Bulky size
868,Kitchen appliances,23.59,200,955,582,High,Local transport,RSC,7-ply,A,200,120,20,51,Corrugated dividers,Filament tape,Steel strap,Edge protectors,328.8,Export suitable,Needs padding
869,Glass bottles,67.34,417,990,247,Medium,Courier,Die-cut box,7-ply,E,250,160,22,23,Paper void fill,Water activated kraft tape,PP strap,None,357.89,High strength,Needs padding
870,Pharmaceutical,46.41,807,572,100,Low,Local transport,Full overlap box,3-ply,B,150,140,20,51,Bubble wrap,Filament tape,None,Corner protectors,30.6,Low cost,Bulky size
871,Electronics,0.22,345,579,165,Medium,Interstate trucking,Full overlap box,7-ply,B,250,100,22,48,Air pillows,Filament tape,Steel strap,Layer pads,134.14,Export suitable,Limited moisture resistance
872,Ceramics,32.06,1279,62,320,Medium,Export container,Mailer box,3-ply,C,120,100,16,23,Foam sheet,Water activated kraft tape,Steel strap,Pallet wrap,15.4,Low cost,Higher cost
873,Glass bottles,40.16,1188,452,795,High,Courier,Pallet box,5-ply,B+C,200,100,18,23,Air pillows,Water activated kraft tape,PP strap,Pallet wrap,35.58,Good stacking,Heavy box
874,Clothing,73.3,936,687,178,Low,Interstate trucking,Mailer box,3-ply,B,250,100,24,51,Bubble wrap,Filament tape,PET strap,Edge protectors,12.36,Good cushioning,Needs padding
875,Mobile accessories,28.96,842,577,268,Medium,Export container,RSC,7-ply,B,180,120,22,51,Bubble wrap,BOPP tape,PP strap,Pallet wrap,157.11,Low cost,Heavy box
876,Food products,20.29,1063,96,303,High,Interstate trucking,RSC,5-ply,B+C,230,120,16,72,Air pillows,Water activated kraft tape,PET strap,Corner protectors,108.03,Low cost,Bulky size
877,Cosmetics,6.25,547,954,577,Low,Export container,Full overlap box,5-ply,B+C,150,140,12,61,Air pillows,Filament tape,None,Layer pads,123.24,Good cushioning,Limited moisture resistance
878,Food products,49.14,958,607,673,High,Export container,Full overlap box,3-ply,A,250,140,14,32,Paper void fill,Water activated kraft tape,PP strap,Pallet wrap,45.23,Good stacking,Heavy box
879,Mobile accessories,12.07,167,944,612,High,Interstate trucking,Pallet box,3-ply,E,250,120,18,72,Paper void fill,Filament tape,None,Pallet wrap,29.88,Export suitable,Limited moisture resistance
880,Food products,5.99,375,603,164,High,Interstate trucking,RSC,5-ply,B+C,250,120,22,72,Bubble wrap,Water activated kraft tape,PP strap,Edge protectors,48.38,High strength,Needs padding
881,Ceramics,8.03,1392,846,468,High,Local transport,Pallet box,3-ply,B+C,120,140,18,51,Corrugated dividers,BOPP tape,None,Corner protectors,44.27,Export suitable,Limited moisture resistance
882,Kitchen appliances,47.24,867,912,324,High,Export container,Pallet box,3-ply,C,120,160,24,32,Corrugated dividers,Filament tape,Steel strap,Edge protectors,24.24,High strength,Bulky size
883,Pharmaceutical,14.72,632,914,584,Medium,Local transport,RSC,3-ply,E,250,140,16,48,Paper void fill,Filament tape,PP strap,Layer pads,26.81,Good cushioning,Limited moisture resistance
884,Clothing,0.27,782,674,717,High,Interstate trucking,Mailer box,7-ply,A,250,160,24,51,Air pillows,Water activated kraft tape,PET strap,Corner protectors,233.59,Good cushioning,Higher cost
885,Mobile accessories,36.96,1431,860,625,High,Interstate trucking,Die-cut box,5-ply,B,180,100,12,23,Bubble wrap,BOPP tape,PP strap,Edge protectors,67.49,Good cushioning,Higher cost
886,Mobile accessories,19.96,757,897,393,High,Courier,Pallet box,7-ply,A,150,100,16,51,Air pillows,BOPP tape,None,Corner protectors,103.72,Export suitable,Higher cost
887,Auto parts,55.99,1237,367,544,Medium,Export container,Pallet box,5-ply,B+C,200,160,14,48,Paper void fill,Water activated kraft tape,PET strap,Edge protectors,129.9,Good cushioning,Limited moisture resistance
888,Cosmetics,77.16,101,574,123,Medium,Export container,Pallet box,3-ply,B,120,100,24,51,Foam sheet,BOPP tape,None,Layer pads,12.0,High strength,Needs padding
889,Food products,26.78,1059,370,653,Low,Export container,Full overlap box,3-ply,E,250,140,12,48,Foam sheet,BOPP tape,PET strap,Pallet wrap,42.82,Good stacking,Heavy box
890,Clothing,66.48,461,164,783,Medium,Local transport,Pallet box,5-ply,B,250,140,22,72,Air pillows,BOPP tape,Steel strap,Pallet wrap,75.79,High strength,Heavy box
891,Ceramics,2.57,633,342,600,Medium,Local transport,Pallet box,7-ply,B,180,100,22,51,Corrugated dividers,BOPP tape,PET strap,Layer pads,348.84,Good cushioning,Limited moisture resistance
892,LED bulbs,27.61,175,208,371,Medium,Interstate trucking,RSC,7-ply,A,120,140,20,48,Foam sheet,Water activated kraft tape,None,Pallet wrap,191.62,Good stacking,Higher cost
893,Pharmaceutical,30.85,1375,220,749,Medium,Interstate trucking,Pallet box,5-ply,C,150,120,20,48,Air pillows,BOPP tape,Steel strap,None,77.55,Low cost,Bulky size
894,LED bulbs,70.3,81,783,543,Low,Local transport,Pallet box,5-ply,B,180,140,14,48,Air pillows,BOPP tape,None,Corner protectors,61.48,Good stacking,Bulky size
895,Books,52.65,576,174,370,Medium,Courier,Die-cut box,3-ply,B,180,160,20,44,Air pillows,Filament tape,PET strap,Layer pads,26.02,Good cushioning,Heavy box
896,Mobile accessories,10.72,1415,818,468,Medium,Courier,Pallet box,7-ply,B,120,100,18,48,Foam sheet,BOPP tape,PET strap,Edge protectors,181.72,High strength,Heavy box
897,Auto parts,59.7,1106,416,190,Low,Courier,Mailer box,5-ply,B+C,180,160,12,44,Bubble wrap,Water activated kraft tape,Steel strap,Edge protectors,137.05,Good stacking,Needs padding
898,Kitchen appliances,36.65,1141,982,463,Low,Export container,Full overlap box,3-ply,A,120,140,24,61,None,BOPP tape,Steel strap,Pallet wrap,18.67,High strength,Limited moisture resistance
899,Kitchen appliances,57.97,301,516,416,High,Export container,Die-cut box,5-ply,C,200,160,20,72,Air pillows,BOPP tape,PP strap,None,46.2,Low cost,Needs padding
900,Auto parts,67.62,1398,280,380,Medium,Interstate trucking,RSC,3-ply,A,150,160,22,48,Foam sheet,Filament tape,PP strap,Pallet wrap,41.36,Export suitable,Limited moisture resistance
901,Kitchen appliances,47.53,464,732,710,High,Local transport,RSC,7-ply,B,200,100,24,23,Foam sheet,Water activated kraft tape,Steel strap,Edge protectors,334.25,Export suitable,Heavy box
902,Industrial tools,22.02,1462,104,452,Medium,Export container,Pallet box,3-ply,E,150,140,12,32,Bubble wrap,Filament tape,Steel strap,Pallet wrap,27.68,Export suitable,Needs padding
903,Mobile accessories,37.95,871,164,189,High,Courier,Mailer box,3-ply,B+C,200,120,24,44,Corrugated dividers,Water activated kraft tape,PET strap,None,33.65,High strength,Needs padding
904,Electronics,75.1,795,725,437,Low,Interstate trucking,Mailer box,3-ply,B+C,200,120,16,48,Foam sheet,BOPP tape,PET strap,Layer pads,16.46,High strength,Heavy box
905,Kitchen appliances,60.97,536,67,617,High,Export container,Full overlap box,7-ply,A,250,120,20,72,None,Water activated kraft tape,PP strap,Edge protectors,244.01,Low cost,Higher cost
906,Electronics,23.61,291,393,523,High,Interstate trucking,RSC,7-ply,B+C,150,120,20,72,Bubble wrap,Filament tape,PET strap,None,326.38,Good stacking,Needs padding
907,Paint cans,13.05,85,172,179,Medium,Export container,Mailer box,7-ply,E,230,100,12,72,Foam sheet,BOPP tape,PP strap,Pallet wrap,141.14,Good stacking,Needs padding
908,Clothing,20.88,934,114,55,High,Local transport,RSC,3-ply,B+C,200,140,24,23,Bubble wrap,BOPP tape,PP strap,Edge protectors,15.49,Good stacking,Limited moisture resistance
909,Ceramics,77.56,978,492,311,Medium,Interstate trucking,Die-cut box,7-ply,A,150,120,16,48,Corrugated dividers,BOPP tape,None,Edge protectors,98.46,Low cost,Limited moisture resistance
910,Mobile accessories,40.58,1013,980,664,High,Courier,Die-cut box,7-ply,A,200,140,22,48,Foam sheet,Filament tape,None,Edge protectors,170.66,Good stacking,Bulky size
911,Books,4.42,622,556,338,Medium,Local transport,Die-cut box,5-ply,E,200,140,24,51,Bubble wrap,Filament tape,None,Pallet wrap,114.22,Good cushioning,Higher cost
912,Mobile accessories,4.86,820,754,653,High,Export container,Mailer box,5-ply,B+C,150,100,22,72,None,BOPP tape,PP strap,Edge protectors,83.75,Good cushioning,Higher cost
913,Cosmetics,28.65,87,138,410,High,Local transport,Mailer box,3-ply,B,120,120,20,44,None,Water activated kraft tape,PP strap,Pallet wrap,33.1,High strength,Bulky size
914,Cosmetics,50.7,429,243,386,Medium,Export container,Die-cut box,3-ply,E,230,140,20,44,Paper void fill,Water activated kraft tape,PET strap,Corner protectors,21.53,Low cost,Limited moisture resistance
915,Clothing,59.28,215,510,761,High,Courier,Mailer box,3-ply,E,180,100,22,72,Paper void fill,BOPP tape,PP strap,None,28.92,Good stacking,Heavy box
916,Industrial tools,37.4,1260,462,400,High,Export container,Pallet box,3-ply,A,150,140,14,51,Paper void fill,Water activated kraft tape,None,Edge protectors,20.6,Export suitable,Heavy box
917,Electronics,59.17,1341,745,144,Medium,Courier,Full overlap box,5-ply,C,120,140,12,23,Paper void fill,BOPP tape,PP strap,Edge protectors,47.01,Low cost,Heavy box
918,Electronics,31.19,1001,835,745,High,Interstate trucking,Pallet box,3-ply,A,180,160,12,72,Paper void fill,Water activated kraft tape,PET strap,None,31.1,Good stacking,Bulky size
919,Pharmaceutical,30.11,86,791,706,Medium,Interstate trucking,Full overlap box,3-ply,B,250,100,12,32,Bubble wrap,BOPP tape,None,Edge protectors,34.15,Export suitable,Higher cost
920,Paint cans,11.51,1182,871,89,Low,Interstate trucking,Full overlap box,7-ply,E,150,100,20,51,Paper void fill,Water activated kraft tape,Steel strap,None,134.37,Good stacking,Higher cost
921,Cosmetics,60.74,323,317,38,Low,Local transport,Pallet box,7-ply,C,200,140,16,44,Foam sheet,Water activated kraft tape,Steel strap,Pallet wrap,336.47,Export suitable,Limited moisture resistance
922,Paint cans,28.76,549,989,578,Medium,Courier,RSC,7-ply,B,230,140,12,44,Bubble wrap,Water activated kraft tape,Steel strap,Corner protectors,201.4,Good stacking,Heavy box
923,Books,10.04,238,977,113,Medium,Export container,Mailer box,7-ply,E,250,100,18,72,Paper void fill,BOPP tape,PET strap,Pallet wrap,178.56,Export suitable,Higher cost
924,Ceramics,15.42,90,326,391,High,Local transport,Pallet box,3-ply,A,180,160,18,72,Bubble wrap,Water activated kraft tape,None,None,23.54,Low cost,Higher cost
925,Mobile accessories,51.8,492,190,708,Medium,Interstate trucking,Mailer box,7-ply,C,120,120,16,51,Bubble wrap,Filament tape,PET strap,Corner protectors,185.51,Export suitable,Heavy box
926,Auto parts,63.06,160,68,316,High,Interstate trucking,Die-cut box,7-ply,B+C,120,160,20,32,Bubble wrap,Water activated kraft tape,Steel strap,None,299.83,Good stacking,Limited moisture resistance
927,Mobile accessories,12.19,710,345,382,Medium,Export container,Die-cut box,3-ply,B,150,120,12,72,Paper void fill,BOPP tape,None,Edge protectors,36.21,Low cost,Limited moisture resistance
928,Books,64.56,1348,190,592,Low,Local transport,Pallet box,7-ply,B,200,120,18,61,Air pillows,Filament tape,None,Corner protectors,316.52,High strength,Heavy box
929,Pharmaceutical,28.92,1023,176,756,Medium,Interstate trucking,Pallet box,7-ply,A,150,140,22,44,Bubble wrap,Filament tape,PP strap,None,318.57,Good cushioning,Higher cost
930,Ceramics,47.84,1288,599,424,Low,Local transport,RSC,7-ply,A,200,100,18,51,Bubble wrap,BOPP tape,PP strap,None,189.1,Good cushioning,Needs padding
931,Paint cans,37.45,580,216,284,Low,Export container,Full overlap box,5-ply,B+C,200,100,14,51,Air pillows,Water activated kraft tape,Steel strap,Edge protectors,100.29,Good cushioning,Heavy box
932,Industrial tools,74.75,1487,686,86,Low,Courier,Full overlap box,7-ply,B,180,160,24,61,Corrugated dividers,Water activated kraft tape,PET strap,Layer pads,162.86,Good cushioning,Bulky size
933,Auto parts,66.67,516,560,68,Low,Local transport,Full overlap box,7-ply,B+C,120,100,12,72,Paper void fill,BOPP tape,None,Corner protectors,200.4,High strength,Needs padding
934,LED bulbs,16.73,1037,445,616,Medium,Interstate trucking,Full overlap box,7-ply,C,180,120,14,51,Bubble wrap,Filament tape,None,Layer pads,229.21,Good stacking,Limited moisture resistance
935,Glass bottles,52.79,361,808,567,Low,Local transport,RSC,7-ply,A,230,120,18,48,Foam sheet,Filament tape,PP strap,Pallet wrap,278.94,Good stacking,Heavy box
936,Paint cans,17.59,1440,580,680,Medium,Export container,Pallet box,5-ply,C,250,100,24,51,Paper void fill,Water activated kraft tape,Steel strap,Edge protectors,83.42,Export suitable,Needs padding
937,Food products,69.29,986,112,391,Medium,Local transport,Die-cut box,5-ply,E,120,140,20,61,Corrugated dividers,Water activated kraft tape,PET strap,None,112.12,Low cost,Higher cost
938,Auto parts,14.92,797,259,169,Medium,Courier,Die-cut box,5-ply,E,180,120,12,44,Bubble wrap,BOPP tape,PET strap,None,132.27,Low cost,Bulky size
939,Books,46.81,1015,727,570,High,Local transport,Full overlap box,5-ply,B,150,120,20,61,Air pillows,Filament tape,PET strap,Layer pads,69.58,Low cost,Higher cost
940,Electronics,38.77,297,253,197,High,Interstate trucking,Mailer box,7-ply,B,180,160,14,48,Air pillows,Water activated kraft tape,Steel strap,Layer pads,155.8,Low cost,Higher cost
941,Books,17.89,965,878,607,Low,Export container,Pallet box,7-ply,C,250,120,12,32,Paper void fill,Water activated kraft tape,PP strap,None,132.37,Export suitable,Needs padding
942,Electronics,43.55,632,460,480,Medium,Courier,Pallet box,3-ply,A,230,100,16,32,Foam sheet,BOPP tape,PET strap,Layer pads,36.29,Low cost,Limited moisture resistance
943,Paint cans,49.07,781,627,768,Low,Courier,Pallet box,5-ply,B+C,150,140,22,61,Corrugated dividers,Water activated kraft tape,None,Pallet wrap,125.0,Good cushioning,Bulky size
944,Auto parts,15.21,438,363,305,High,Interstate trucking,Mailer box,5-ply,A,250,160,12,32,Foam sheet,Water activated kraft tape,PP strap,Corner protectors,93.03,High strength,Heavy box
945,Industrial tools,49.41,192,82,77,Medium,Interstate trucking,Die-cut box,3-ply,C,150,120,24,44,Air pillows,BOPP tape,Steel strap,Pallet wrap,15.68,Good stacking,Heavy box
946,Pharmaceutical,2.17,110,65,536,Low,Courier,Die-cut box,7-ply,A,180,120,20,51,Paper void fill,Water activated kraft tape,PET strap,Layer pads,115.22,Export suitable,Limited moisture resistance
